overall_accuracy,acc_height_higher,acc_location_above,acc_location_closer_to_camera,acc_location_next_to,acc_multi_object_closer_to,acc_multi_object_facing,acc_multi_object_parallel,acc_multi_object_same_direction,acc_multi_object_viewpoint_towards_object,acc_orientation_in_front_of,acc_orientation_on_the_left,acc_orientation_viewpoint
0.45555555555555555,0.4,0.7333333333333333,0.2,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.6,0.6666666666666666,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.26666666666666666
