overall_accuracy,acc_height_higher,acc_location_above,acc_location_closer_to_camera,acc_location_next_to,acc_multi_object_closer_to,acc_multi_object_facing,acc_multi_object_parallel,acc_multi_object_same_direction,acc_multi_object_viewpoint_towards_object,acc_orientation_in_front_of,acc_orientation_on_the_left,acc_orientation_viewpoint,acc_group_location,acc_group_height,acc_group_multi-object,acc_group_orientation
0.5055555555555555,0.4666666666666667,0.4666666666666667,0.6,0.8,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.3333333333333333,0.4666666666666667,0.8,0.4,0.6222222222222222,0.4666666666666667,0.4333333333333333,0.5555555555555557
